"date","name","description","type","locations"
"1984-03-02","Texas Independence Day","Texas Independence Day is a legal holiday in Texas, in the United States.","Local holiday","TX"
"1984-03-05","Casimir Pulaski Day","Casimir Pulaski Day is a day off for some schools and offices in Illinois, USA, on the first Monday of March each year.","Local observance","IL (community)"
"1984-03-06","Shrove Tuesday/Mardi Gras","Shrove Tuesday is traditionally known as the day prior to Lent but it also serves as a day of celebration, known as Mardi Gras.","Local holiday","AL (partly)"
"1984-03-06","Shrove Tuesday/Mardi Gras","Shrove Tuesday is traditionally known as the day prior to Lent but it also serves as a day of celebration, known as Mardi Gras.","Local holiday","LA"
"1984-03-06","Shrove Tuesday/Mardi Gras","Shrove Tuesday is traditionally known as the day prior to Lent but it also serves as a day of celebration, known as Mardi Gras.","Observance, Christian","All"
"1984-03-06","Town Meeting Day","The state of Vermont, in the USA, holds its Town Meeting Day on the first Tuesday of March each year.","Local holiday","VT"
"1984-03-07","Ash Wednesday","Ash Wednesday is a Christian observance that marks the first day of Lent, which is prior to Easter.","Christian","All"
"1984-03-08","International Women's Day","International Women’s Day celebrates women’s achievements worldwide and throughout history.","United Nations observance","All"
"1984-03-16","Evacuation Day observed","Evacuation Day in Suffolk County, Massachusetts, commemorates the first major American military victory in the Revolutionary War, which saw the British troops evacuate Boston.","Local holiday","MA (partly)"
"1984-03-17","St. Patrick's Day","St Patrick's Day marks the life and deeds of St Patrick, one of Ireland's patron saints. It is an Irish-American celebration in the USA.","Observance, Christian","All"
"1984-03-17","Evacuation Day","Evacuation Day in Suffolk County, Massachusetts, commemorates the first major American military victory in the Revolutionary War, which saw the British troops evacuate Boston.","Local holiday","MA (partly)"
"1984-03-18","Purim","Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther.","Hebrew","All"
"1984-03-20","March Equinox",NA,"Season","All"
"1984-03-21","International Day for the Elimination of Racial Discrimination","The United Nations’ (UN) International Day for the Elimination of Racial Discrimination is annually observed on March 21.","United Nations observance","All"
"1984-03-23","World Meteorological Day","World Meteorological Day marks the anniversary of the World Meteorological Organization's establishment on March 23, 1950.","United Nations observance","All"
"1984-03-24","World Tuberculosis Day","World Tuberculosis Day is annually held on March 24 to raise awareness of tuberculosis and ways to eradicate the disease.","United Nations observance","All"
"1984-03-25","Maryland Day","Maryland Day commemorates the arrival of Lord Baltimore and the first colonists in Maryland, the United States, in the 17th century.","Local observance","MD"
"1984-03-26","Maryland Day observed","Maryland Day commemorates the arrival of Lord Baltimore and the first colonists in Maryland, the United States, in the 17th century.","Local observance","MD"
"1984-03-26","Prince Jonah Kuhio Kalanianaole Day","Prince Jonah Kuhio Kalanianaole Day is annually held in Hawaii on March 26 to honor Prince Jonah Kuhio Kalanianaole.","Local holiday","HI"
"1984-03-26","Seward's Day","Seward’s Day is a state holiday in Alaska, in the United States, on the last Monday of March.","Local holiday","AK"
"1984-04-01","April Fool's Day","April Fool's Day, on April 1, is a day to play practical jokes and tricks.","Worldwide observance","All"
"1984-04-02","Pascua Florida Day","Pascua Florida Day, which usually falls on April 2, is a state day in Florida, USA.","Local observance","FL"
"1984-04-07","United Nations' World Health Day","The World Health Organization, the United Nations' the directing and coordinating authority for health, annually highlights one of its priorities for global health on World Health Day.","United Nations observance","All"
"1984-04-13","Friday the 13th","Friday the 13th is a day full of superstitious beliefs in communities worldwide.","Worldwide observance","All"
"1984-04-15","Palm Sunday","Palm Sunday in the United States celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.","Christian","All"
"1984-04-15","Father Damien Day","Father Damien Day or Saint Damien Day is an occasion for residents of the state of Hawaii to remember the life and deeds of a Belgian missionary.","Local observance","HI"
"1984-04-16","Tax Day","Tax Day is the deadline for United States residents to file details of their income to the Internal Revenue Service (IRS) so that their liability for income tax can be assessed.","Observance","All"
"1984-04-16","Emancipation Day","People celebrate the end of slavery and citizens' rights on Emancipation Day in the United States.","Local observance","All"
"1984-04-16","Patriot's Day","Patriot's Day commemorates the battles of Lexington and Concord in 1775, which were two of the earliest battles in the American Revolutionary War.","Local holiday","ME, MA"
"1984-04-16","Boston Marathon","Boston Marathon is one of the world's oldest yearly marathon. It is held annually on Patriot's Day in the month of April.","Sporting event","All"
"1984-04-17","Passover (first day)"," Passover marks the Israelites' liberation from slavery and their exodus from Egypt around 3000 years ago.","Hebrew","All"
"1984-04-19","Maundy Thursday","Maundy Thursday, which is also known as Holy Thursday, is the day before Good Friday.","Christian","All"
"1984-04-20","Orthodox Good Friday","Many Orthodox Christians in the United States remember the events leading up to Jesus Christ's crucifixion on Great Friday.","Orthodox","All"
"1984-04-20","Good Friday","Good Friday commemorates Jesus Christ's crucifixion.","Local holiday, Christian","CT, HI, DE, IN, KY, LA, NJ, NC, ND, TN, TX (optional)"
"1984-04-21","Holy Saturday","Holy Saturday is the day before Easter Sunday in the United States.","Christian","All"
"1984-04-21","Orthodox Holy Saturday","Many Orthodox Christians in the United States remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.","Orthodox","All"
"1984-04-21","San Jacinto Day","San Jacinto Day commemorates the Battle of San Jacinto in what is now Harris County, Texas.","Local holiday","TX"
"1984-04-22","Orthodox Easter","Many Orthodox Christians in the United States mark Easter Sunday, also known as Pascha, as the day Jesus Christ was resurrected, according to the Christian bible.","Orthodox","All"
"1984-04-22","Earth Day","The United Nations' International Mother Earth Day promotes environmental awareness and calls for the protection of our planet.","United Nations observance","All"
"1984-04-22","Easter Sunday","Easter Sunday is an important day in the Christian church calendar because it celebrates Jesus Christ's resurrection, according to Christian belief.","Observance, Christian","All"
"1984-04-22","Oklahoma Day","Oklahoma Day in the United States marks the anniversary of the opening of Oklahoma's lands to European settlers.","Local observance","OK"
"1984-04-22","Arbor Day","Arbor Day encourages people to plant and care for trees. In Nebraska, it falls on the last Friday of April.","Local holiday","NE"
"1984-04-23","Orthodox Easter Monday","Many Orthodox churches in the United States observe Easter Monday on the day after the Orthodox Easter Sunday date.","Orthodox","All"
"1984-04-23","World Book and Copyright Day","World Book and Copyright Day is an occasion to celebrate the contribution of books and authors to our global culture and the connection between copyright and books.","United Nations observance","All"
"1984-04-23","Easter Monday","Easter Monday is the day after Easter Sunday. It is not a federal holiday in the United States of America (USA).","Observance, Christian","All"
"1984-04-23","Confederate Memorial Day","On Confederate Memorial Day remembers the soldiers who died fighting for the Confederate States of America during the American Civil War (1861-1865). It is a state holiday in some parts of the United States.","Local holiday","AL"
